Number,model_a,model_b,result
26783,gpt-3.5-turbo,vicuna-7b,l
26784,koala-13b,mpt-7b-chat,l
26785,gpt-4,dolly-v2-12b,l
26786,stablelm-tuned-alpha-7b,palm-2,l
26787,vicuna-7b,palm-2,l
26788,claude-instant-v1,gpt-4,l
26789,gpt-4,RWKV-4-Raven-14B,l
26790,gpt-4,vicuna-7b,l
26791,claude-instant-v1,vicuna-7b,l
26792,koala-13b,vicuna-13b,l
26793,vicuna-7b,fastchat-t5-3b,l
26794,vicuna-7b,palm-2,l
26795,vicuna-7b,oasst-pythia-12b,l
26796,claude-instant-v1,mpt-7b-chat,l
26797,claude-instant-v1,RWKV-4-Raven-14B,l
26798,RWKV-4-Raven-14B,dolly-v2-12b,l
26799,vicuna-13b,mpt-7b-chat,l
26800,vicuna-13b,chatglm-6b,l
26801,vicuna-13b,RWKV-4-Raven-14B,l
26802,vicuna-7b,claude-instant-v1,l
26803,gpt-3.5-turbo,mpt-7b-chat,l
26804,alpaca-13b,koala-13b,l
26805,fastchat-t5-3b,dolly-v2-12b,l
26806,palm-2,mpt-7b-chat,l
26807,RWKV-4-Raven-14B,alpaca-13b,l
26808,RWKV-4-Raven-14B,fastchat-t5-3b,l
26809,chatglm-6b,RWKV-4-Raven-14B,l
26810,gpt-4,mpt-7b-chat,l
26811,dolly-v2-12b,vicuna-7b,l
26812,claude-instant-v1,claude-v1,l
26813,claude-v1,alpaca-13b,l
26814,koala-13b,gpt-4,l
26815,koala-13b,claude-instant-v1,l
26816,vicuna-13b,gpt-4,l
26817,vicuna-7b,mpt-7b-chat,l
26818,vicuna-13b,vicuna-7b,l
26819,fastchat-t5-3b,palm-2,l
26820,vicuna-13b,mpt-7b-chat,l
26821,dolly-v2-12b,mpt-7b-chat,l
26822,gpt-3.5-turbo,vicuna-7b,l
26823,gpt-4,gpt-3.5-turbo,l
26824,mpt-7b-chat,claude-v1,l
26825,vicuna-7b,alpaca-13b,l
26826,koala-13b,claude-v1,l
26827,chatglm-6b,claude-v1,l
26828,palm-2,fastchat-t5-3b,l
26829,gpt-3.5-turbo,claude-instant-v1,l
26830,chatglm-6b,oasst-pythia-12b,l
26831,vicuna-7b,koala-13b,l
26832,vicuna-7b,vicuna-13b,l
26833,chatglm-6b,oasst-pythia-12b,l
26834,gpt-4,chatglm-6b,l
26835,dolly-v2-12b,vicuna-7b,l
26836,vicuna-7b,palm-2,l
26837,gpt-3.5-turbo,koala-13b,l
26838,vicuna-13b,palm-2,l
26839,vicuna-7b,koala-13b,l
26840,mpt-7b-chat,claude-instant-v1,l
26841,vicuna-7b,gpt-4,l
26842,claude-instant-v1,vicuna-13b,l
26843,palm-2,alpaca-13b,l
26844,koala-13b,chatglm-6b,l
26845,claude-instant-v1,gpt-4,l
26846,claude-instant-v1,vicuna-7b,l
26847,claude-instant-v1,koala-13b,l
26848,fastchat-t5-3b,vicuna-7b,l
26849,vicuna-7b,claude-instant-v1,l
26850,vicuna-13b,alpaca-13b,l
26851,RWKV-4-Raven-14B,vicuna-7b,l
26852,RWKV-4-Raven-14B,vicuna-7b,l
26853,vicuna-13b,vicuna-7b,l
26854,vicuna-13b,fastchat-t5-3b,l
26855,mpt-7b-chat,chatglm-6b,l
26856,vicuna-13b,vicuna-7b,l
26857,claude-v1,koala-13b,l
26858,vicuna-7b,koala-13b,l
26859,oasst-pythia-12b,RWKV-4-Raven-14B,l
26860,chatglm-6b,oasst-pythia-12b,l
26861,RWKV-4-Raven-14B,claude-instant-v1,l
26862,vicuna-7b,claude-v1,l
26863,RWKV-4-Raven-14B,claude-instant-v1,l
26864,oasst-pythia-12b,palm-2,l
26865,RWKV-4-Raven-14B,claude-instant-v1,l
26866,vicuna-7b,gpt-4,l
26867,oasst-pythia-12b,fastchat-t5-3b,l
26868,fastchat-t5-3b,claude-instant-v1,l
26869,gpt-4,vicuna-7b,l
26870,vicuna-7b,palm-2,l
26871,mpt-7b-chat,oasst-pythia-12b,l
26872,claude-instant-v1,dolly-v2-12b,l
26873,mpt-7b-chat,vicuna-13b,l
26874,claude-instant-v1,vicuna-7b,l
26875,RWKV-4-Raven-14B,claude-instant-v1,l
26876,mpt-7b-chat,vicuna-7b,l
26877,gpt-3.5-turbo,fastchat-t5-3b,l
26878,chatglm-6b,gpt-4,l
26879,gpt-4,vicuna-7b,l
26880,alpaca-13b,vicuna-13b,l
26881,RWKV-4-Raven-14B,claude-instant-v1,l
26882,vicuna-7b,gpt-3.5-turbo,l
26883,fastchat-t5-3b,gpt-4,l
26884,gpt-3.5-turbo,alpaca-13b,l
26885,mpt-7b-chat,gpt-4,l
26886,claude-v1,oasst-pythia-12b,l
26887,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
26888,claude-v1,oasst-pythia-12b,l
26889,gpt-3.5-turbo,koala-13b,l
26890,vicuna-7b,claude-instant-v1,l
26891,alpaca-13b,RWKV-4-Raven-14B,l
26892,chatglm-6b,stablelm-tuned-alpha-7b,l
26893,mpt-7b-chat,koala-13b,l
26894,claude-instant-v1,claude-v1,l
26895,dolly-v2-12b,chatglm-6b,l
26896,vicuna-13b,koala-13b,l
26897,RWKV-4-Raven-14B,fastchat-t5-3b,l
26898,gpt-3.5-turbo,claude-instant-v1,l
26899,mpt-7b-chat,vicuna-7b,l
26900,vicuna-13b,gpt-4,l
26901,chatglm-6b,RWKV-4-Raven-14B,l
26902,palm-2,fastchat-t5-3b,l
26903,vicuna-7b,claude-instant-v1,l
26904,mpt-7b-chat,fastchat-t5-3b,l
26905,mpt-7b-chat,palm-2,l
26906,gpt-3.5-turbo,mpt-7b-chat,l
26907,claude-instant-v1,RWKV-4-Raven-14B,l
26908,gpt-3.5-turbo,koala-13b,l
26909,claude-instant-v1,vicuna-7b,l
26910,vicuna-7b,alpaca-13b,l
26911,RWKV-4-Raven-14B,mpt-7b-chat,l
26912,vicuna-13b,vicuna-7b,l
26913,mpt-7b-chat,stablelm-tuned-alpha-7b,l
26914,vicuna-13b,koala-13b,l
26915,palm-2,chatglm-6b,l
26916,vicuna-13b,vicuna-7b,l
26917,vicuna-7b,RWKV-4-Raven-14B,l
26918,oasst-pythia-12b,claude-instant-v1,l
26919,vicuna-13b,vicuna-7b,l
26920,vicuna-7b,koala-13b,l
26921,claude-v1,gpt-3.5-turbo,l
26922,chatglm-6b,gpt-4,l
26923,claude-instant-v1,koala-13b,l
26924,koala-13b,palm-2,l
26925,chatglm-6b,stablelm-tuned-alpha-7b,l
26926,gpt-3.5-turbo,chatglm-6b,l
26927,alpaca-13b,vicuna-7b,l
26928,oasst-pythia-12b,chatglm-6b,l
26929,vicuna-7b,gpt-3.5-turbo,l
26930,vicuna-13b,gpt-3.5-turbo,l
26931,claude-instant-v1,claude-v1,l
26932,alpaca-13b,claude-instant-v1,l
26933,koala-13b,mpt-7b-chat,l
26934,gpt-3.5-turbo,chatglm-6b,l
26935,RWKV-4-Raven-14B,alpaca-13b,l
26936,RWKV-4-Raven-14B,koala-13b,l
26937,koala-13b,vicuna-7b,l
26938,koala-13b,mpt-7b-chat,l
26939,mpt-7b-chat,chatglm-6b,l
26940,oasst-pythia-12b,claude-instant-v1,l
26941,gpt-4,RWKV-4-Raven-14B,l
26942,vicuna-13b,claude-instant-v1,l
26943,koala-13b,vicuna-13b,l
26944,vicuna-7b,mpt-7b-chat,l
26945,RWKV-4-Raven-14B,koala-13b,l
26946,vicuna-7b,vicuna-13b,l
26947,alpaca-13b,palm-2,l
26948,stablelm-tuned-alpha-7b,mpt-7b-chat,l
26949,chatglm-6b,oasst-pythia-12b,l
26950,palm-2,vicuna-7b,l
26951,chatglm-6b,RWKV-4-Raven-14B,l
26952,vicuna-7b,mpt-7b-chat,l
26953,RWKV-4-Raven-14B,chatglm-6b,l
26954,palm-2,RWKV-4-Raven-14B,l
26955,gpt-3.5-turbo,vicuna-13b,l
26956,palm-2,oasst-pythia-12b,l
26957,alpaca-13b,llama-13b,l
26958,alpaca-13b,claude-instant-v1,l
26959,gpt-4,vicuna-7b,l
26960,mpt-7b-chat,alpaca-13b,l
26961,palm-2,alpaca-13b,l
26962,claude-instant-v1,vicuna-13b,l
26963,claude-instant-v1,mpt-7b-chat,l
26964,mpt-7b-chat,gpt-3.5-turbo,l
26965,gpt-4,vicuna-7b,l
26966,gpt-4,claude-instant-v1,l
26967,koala-13b,stablelm-tuned-alpha-7b,l
26968,vicuna-7b,vicuna-13b,l
26969,koala-13b,claude-instant-v1,l
26970,RWKV-4-Raven-14B,claude-instant-v1,l
26971,RWKV-4-Raven-14B,claude-v1,l
26972,gpt-3.5-turbo,RWKV-4-Raven-14B,l
26973,vicuna-7b,claude-instant-v1,l
26974,chatglm-6b,claude-v1,l
26975,claude-instant-v1,claude-v1,l
26976,RWKV-4-Raven-14B,vicuna-7b,l
26977,koala-13b,claude-instant-v1,l
26978,RWKV-4-Raven-14B,palm-2,l
26979,fastchat-t5-3b,gpt-4,l
26980,claude-instant-v1,stablelm-tuned-alpha-7b,l
26981,gpt-4,vicuna-13b,l
26982,dolly-v2-12b,alpaca-13b,l
26983,gpt-4,dolly-v2-12b,l
26984,claude-instant-v1,gpt-3.5-turbo,l
26985,gpt-4,stablelm-tuned-alpha-7b,l
26986,dolly-v2-12b,fastchat-t5-3b,l
26987,vicuna-13b,vicuna-7b,l
26988,claude-instant-v1,alpaca-13b,l
26989,koala-13b,vicuna-7b,l
26990,gpt-3.5-turbo,claude-v1,l
26991,vicuna-7b,claude-instant-v1,l
26992,gpt-4,stablelm-tuned-alpha-7b,l
26993,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
26994,alpaca-13b,palm-2,l
26995,vicuna-7b,dolly-v2-12b,l
26996,fastchat-t5-3b,claude-instant-v1,l
26997,vicuna-13b,palm-2,l
26998,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
26999,vicuna-7b,vicuna-13b,l
27000,koala-13b,gpt-4,l
27001,koala-13b,palm-2,l
27002,claude-v1,gpt-3.5-turbo,l
27003,alpaca-13b,vicuna-7b,l
27004,RWKV-4-Raven-14B,vicuna-7b,l
27005,vicuna-7b,alpaca-13b,l
27006,koala-13b,gpt-3.5-turbo,l
27007,mpt-7b-chat,fastchat-t5-3b,l
27008,dolly-v2-12b,vicuna-13b,l
27009,vicuna-7b,koala-13b,l
27010,fastchat-t5-3b,RWKV-4-Raven-14B,l
27011,koala-13b,gpt-3.5-turbo,l
27012,gpt-3.5-turbo,vicuna-7b,l
27013,vicuna-7b,mpt-7b-chat,l
27014,oasst-pythia-12b,fastchat-t5-3b,l
27015,RWKV-4-Raven-14B,vicuna-7b,l
27016,claude-v1,RWKV-4-Raven-14B,l
27017,vicuna-7b,gpt-4,l
27018,fastchat-t5-3b,vicuna-7b,l
27019,claude-instant-v1,vicuna-7b,l
27020,palm-2,RWKV-4-Raven-14B,l
27021,vicuna-13b,palm-2,l
27022,claude-instant-v1,vicuna-13b,l
27023,koala-13b,gpt-3.5-turbo,l
27024,vicuna-7b,RWKV-4-Raven-14B,l
27025,RWKV-4-Raven-14B,claude-instant-v1,l
27026,mpt-7b-chat,gpt-3.5-turbo,l
27027,alpaca-13b,mpt-7b-chat,l
27028,palm-2,claude-instant-v1,l
27029,palm-2,claude-instant-v1,l
27030,vicuna-7b,gpt-4,l
27031,chatglm-6b,koala-13b,l
27032,vicuna-7b,claude-instant-v1,l
27033,gpt-3.5-turbo,vicuna-7b,l
27034,claude-v1,vicuna-13b,l
27035,mpt-7b-chat,vicuna-13b,l
27036,vicuna-7b,gpt-4,l
27037,palm-2,stablelm-tuned-alpha-7b,l
27038,gpt-3.5-turbo,vicuna-7b,l
27039,claude-instant-v1,vicuna-7b,l
27040,palm-2,oasst-pythia-12b,l
27041,koala-13b,mpt-7b-chat,l
27042,claude-v1,gpt-3.5-turbo,l
27043,fastchat-t5-3b,mpt-7b-chat,l
27044,gpt-3.5-turbo,vicuna-13b,l
27045,koala-13b,mpt-7b-chat,l
27046,chatglm-6b,alpaca-13b,l
27047,claude-instant-v1,oasst-pythia-12b,l
27048,oasst-pythia-12b,palm-2,l
27049,vicuna-7b,vicuna-13b,l
27050,koala-13b,palm-2,l
27051,claude-instant-v1,vicuna-13b,l
27052,gpt-3.5-turbo,claude-instant-v1,l
27053,gpt-3.5-turbo,vicuna-7b,l
27054,chatglm-6b,claude-instant-v1,l
27055,koala-13b,vicuna-7b,l
27056,claude-v1,chatglm-6b,l
27057,dolly-v2-12b,gpt-3.5-turbo,l
27058,koala-13b,vicuna-13b,l
27059,oasst-pythia-12b,RWKV-4-Raven-14B,l
27060,mpt-7b-chat,claude-v1,l
27061,gpt-3.5-turbo,chatglm-6b,l
27062,RWKV-4-Raven-14B,vicuna-7b,l
27063,oasst-pythia-12b,claude-v1,l
27064,chatglm-6b,claude-instant-v1,l
27065,alpaca-13b,claude-instant-v1,l
27066,vicuna-13b,koala-13b,l
27067,gpt-4,claude-v1,l
27068,vicuna-13b,oasst-pythia-12b,l
27069,vicuna-7b,RWKV-4-Raven-14B,l
27070,gpt-3.5-turbo,claude-instant-v1,l
27071,dolly-v2-12b,vicuna-13b,l
27072,vicuna-7b,koala-13b,l
27073,dolly-v2-12b,claude-v1,l
27074,claude-v1,vicuna-13b,l
27075,koala-13b,stablelm-tuned-alpha-7b,l
27076,claude-instant-v1,vicuna-7b,l
27077,palm-2,RWKV-4-Raven-14B,l
27078,claude-instant-v1,vicuna-7b,l
27079,vicuna-7b,chatglm-6b,l
27080,claude-instant-v1,stablelm-tuned-alpha-7b,l
27081,alpaca-13b,vicuna-7b,l
27082,gpt-4,vicuna-7b,l
27083,claude-v1,claude-instant-v1,l
27084,gpt-4,koala-13b,l
27085,koala-13b,stablelm-tuned-alpha-7b,l
27086,oasst-pythia-12b,claude-v1,l
27087,gpt-4,vicuna-7b,l
27088,vicuna-7b,claude-instant-v1,l
27089,vicuna-7b,mpt-7b-chat,l
27090,koala-13b,vicuna-7b,l
27091,palm-2,claude-instant-v1,l
27092,vicuna-7b,koala-13b,l
27093,claude-instant-v1,koala-13b,l
27094,RWKV-4-Raven-14B,vicuna-13b,l
27095,vicuna-7b,stablelm-tuned-alpha-7b,l
27096,chatglm-6b,vicuna-13b,l
27097,vicuna-7b,claude-v1,l
27098,gpt-4,koala-13b,l
27099,vicuna-13b,claude-v1,l
27100,alpaca-13b,vicuna-7b,l
27101,gpt-4,mpt-7b-chat,l
27102,chatglm-6b,koala-13b,l
27103,oasst-pythia-12b,koala-13b,l
27104,fastchat-t5-3b,palm-2,l
27105,dolly-v2-12b,vicuna-7b,l
27106,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
27107,vicuna-7b,oasst-pythia-12b,l
27108,vicuna-7b,chatglm-6b,l
27109,claude-instant-v1,oasst-pythia-12b,l
27110,claude-v1,oasst-pythia-12b,l
27111,fastchat-t5-3b,palm-2,l
27112,stablelm-tuned-alpha-7b,mpt-7b-chat,l
27113,RWKV-4-Raven-14B,mpt-7b-chat,l
27114,vicuna-7b,gpt-3.5-turbo,l
27115,claude-v1,fastchat-t5-3b,l
27116,claude-instant-v1,vicuna-7b,l
27117,vicuna-13b,RWKV-4-Raven-14B,l
27118,vicuna-7b,vicuna-13b,l
27119,gpt-3.5-turbo,vicuna-7b,l
27120,mpt-7b-chat,oasst-pythia-12b,l
27121,claude-instant-v1,koala-13b,l
27122,gpt-3.5-turbo,claude-instant-v1,l
27123,claude-instant-v1,RWKV-4-Raven-14B,l
27124,claude-instant-v1,fastchat-t5-3b,l
27125,vicuna-7b,fastchat-t5-3b,l
27126,gpt-3.5-turbo,vicuna-7b,l
27127,mpt-7b-chat,palm-2,l
27128,chatglm-6b,RWKV-4-Raven-14B,l
27129,gpt-4,stablelm-tuned-alpha-7b,l
27130,vicuna-7b,claude-instant-v1,l
27131,koala-13b,vicuna-7b,l
27132,claude-instant-v1,RWKV-4-Raven-14B,l
27133,koala-13b,oasst-pythia-12b,l
27134,gpt-4,claude-instant-v1,l
27135,vicuna-7b,koala-13b,l
27136,vicuna-13b,alpaca-13b,l
27137,dolly-v2-12b,vicuna-7b,l
27138,vicuna-7b,alpaca-13b,l
27139,gpt-4,claude-instant-v1,l
27140,chatglm-6b,vicuna-7b,l
27141,claude-instant-v1,vicuna-7b,l
27142,claude-instant-v1,gpt-3.5-turbo,l
27143,vicuna-7b,gpt-4,l
27144,vicuna-13b,vicuna-7b,l
27145,vicuna-13b,claude-v1,l
27146,gpt-3.5-turbo,vicuna-7b,l
27147,gpt-4,RWKV-4-Raven-14B,l
27148,gpt-3.5-turbo,RWKV-4-Raven-14B,l
27149,claude-instant-v1,koala-13b,l
27150,claude-instant-v1,fastchat-t5-3b,l
27151,claude-instant-v1,vicuna-13b,l
27152,palm-2,vicuna-7b,l
27153,gpt-3.5-turbo,vicuna-13b,l
27154,vicuna-7b,gpt-3.5-turbo,l
27155,claude-v1,vicuna-7b,l
27156,gpt-4,alpaca-13b,l
27157,vicuna-7b,mpt-7b-chat,l
27158,koala-13b,stablelm-tuned-alpha-7b,l
27159,gpt-4,fastchat-t5-3b,l
27160,vicuna-7b,fastchat-t5-3b,l
27161,vicuna-13b,vicuna-7b,l
27162,alpaca-13b,mpt-7b-chat,l
27163,RWKV-4-Raven-14B,palm-2,l
27164,chatglm-6b,gpt-3.5-turbo,l
27165,palm-2,alpaca-13b,l
27166,palm-2,dolly-v2-12b,l
27167,RWKV-4-Raven-14B,koala-13b,l
27168,vicuna-13b,fastchat-t5-3b,l
27169,claude-v1,claude-instant-v1,l
27170,palm-2,mpt-7b-chat,l
27171,vicuna-13b,chatglm-6b,l
27172,oasst-pythia-12b,fastchat-t5-3b,l
27173,koala-13b,gpt-4,l
27174,vicuna-13b,vicuna-7b,l
27175,vicuna-13b,stablelm-tuned-alpha-7b,l
27176,mpt-7b-chat,vicuna-7b,l
27177,gpt-4,gpt-3.5-turbo,l
27178,vicuna-7b,fastchat-t5-3b,l
27179,vicuna-13b,RWKV-4-Raven-14B,l
27180,stablelm-tuned-alpha-7b,claude-instant-v1,l
27181,gpt-4,palm-2,l
27182,mpt-7b-chat,vicuna-7b,l
27183,vicuna-7b,claude-v1,l
27184,fastchat-t5-3b,claude-v1,l
27185,gpt-4,vicuna-13b,l
27186,chatglm-6b,koala-13b,l
27187,koala-13b,vicuna-7b,l
27188,claude-instant-v1,vicuna-13b,l
27189,dolly-v2-12b,claude-v1,l
27190,chatglm-6b,vicuna-13b,l
27191,vicuna-13b,mpt-7b-chat,l
27192,chatglm-6b,vicuna-7b,l
27193,dolly-v2-12b,alpaca-13b,l
27194,vicuna-7b,gpt-3.5-turbo,l
27195,fastchat-t5-3b,mpt-7b-chat,l
27196,gpt-3.5-turbo,koala-13b,l
27197,dolly-v2-12b,vicuna-7b,l
27198,gpt-3.5-turbo,oasst-pythia-12b,l
27199,mpt-7b-chat,claude-instant-v1,l
27200,vicuna-7b,fastchat-t5-3b,l
27201,palm-2,koala-13b,l
27202,RWKV-4-Raven-14B,palm-2,l
27203,alpaca-13b,vicuna-7b,l
27204,dolly-v2-12b,palm-2,l
27205,gpt-3.5-turbo,RWKV-4-Raven-14B,l
27206,dolly-v2-12b,vicuna-13b,l
27207,koala-13b,alpaca-13b,l
27208,claude-v1,gpt-4,l
27209,koala-13b,chatglm-6b,l
27210,gpt-3.5-turbo,alpaca-13b,l
27211,gpt-3.5-turbo,koala-13b,l
27212,claude-v1,palm-2,l
27213,vicuna-13b,claude-instant-v1,l
27214,palm-2,gpt-4,l
27215,claude-v1,oasst-pythia-12b,l
27216,palm-2,gpt-3.5-turbo,l
27217,dolly-v2-12b,vicuna-13b,l
27218,oasst-pythia-12b,gpt-3.5-turbo,l
27219,vicuna-7b,RWKV-4-Raven-14B,l
27220,vicuna-7b,vicuna-13b,l
27221,vicuna-13b,palm-2,l
27222,vicuna-13b,vicuna-7b,l
27223,gpt-3.5-turbo,koala-13b,l
27224,vicuna-7b,chatglm-6b,l
27225,koala-13b,fastchat-t5-3b,l
27226,palm-2,gpt-3.5-turbo,l
27227,claude-v1,claude-instant-v1,l
27228,oasst-pythia-12b,vicuna-13b,l
27229,claude-instant-v1,gpt-3.5-turbo,l
27230,vicuna-7b,claude-instant-v1,l
27231,alpaca-13b,koala-13b,l
27232,RWKV-4-Raven-14B,alpaca-13b,l
27233,stablelm-tuned-alpha-7b,claude-instant-v1,l
27234,koala-13b,vicuna-13b,l
27235,gpt-3.5-turbo,fastchat-t5-3b,l
27236,claude-instant-v1,RWKV-4-Raven-14B,l
27237,vicuna-7b,claude-v1,l
27238,claude-instant-v1,fastchat-t5-3b,l
27239,palm-2,vicuna-13b,l
27240,gpt-4,vicuna-7b,l
27241,palm-2,claude-instant-v1,l
27242,alpaca-13b,claude-instant-v1,l
27243,oasst-pythia-12b,vicuna-13b,l
27244,gpt-3.5-turbo,oasst-pythia-12b,l
27245,vicuna-13b,palm-2,l
27246,palm-2,RWKV-4-Raven-14B,l
27247,gpt-3.5-turbo,koala-13b,l
27248,palm-2,fastchat-t5-3b,l
27249,stablelm-tuned-alpha-7b,vicuna-7b,l
27250,vicuna-7b,claude-v1,l
27251,palm-2,alpaca-13b,l
27252,claude-instant-v1,koala-13b,l
27253,claude-instant-v1,gpt-3.5-turbo,l
27254,vicuna-13b,claude-v1,l
27255,claude-v1,palm-2,l
27256,chatglm-6b,gpt-4,l
27257,gpt-4,fastchat-t5-3b,l
27258,vicuna-7b,chatglm-6b,l
27259,koala-13b,gpt-3.5-turbo,l
27260,alpaca-13b,vicuna-7b,l
27261,dolly-v2-12b,vicuna-7b,l
27262,alpaca-13b,RWKV-4-Raven-14B,l
27263,claude-v1,vicuna-7b,l
27264,claude-instant-v1,fastchat-t5-3b,l
27265,koala-13b,claude-instant-v1,l
27266,claude-v1,vicuna-7b,l
27267,palm-2,gpt-3.5-turbo,l
27268,dolly-v2-12b,gpt-4,l
27269,gpt-4,koala-13b,l
27270,fastchat-t5-3b,vicuna-13b,l
27271,RWKV-4-Raven-14B,vicuna-7b,l
27272,gpt-4,alpaca-13b,l
27273,claude-v1,RWKV-4-Raven-14B,l
27274,gpt-4,palm-2,l
27275,claude-v1,stablelm-tuned-alpha-7b,l
27276,mpt-7b-chat,claude-instant-v1,l
27277,oasst-pythia-12b,gpt-3.5-turbo,l
27278,vicuna-7b,mpt-7b-chat,l
27279,stablelm-tuned-alpha-7b,mpt-7b-chat,l
27280,palm-2,RWKV-4-Raven-14B,l
27281,fastchat-t5-3b,claude-instant-v1,l
27282,mpt-7b-chat,chatglm-6b,l
27283,fastchat-t5-3b,gpt-3.5-turbo,l
27284,claude-v1,vicuna-7b,l
27285,vicuna-7b,alpaca-13b,l
27286,RWKV-4-Raven-14B,oasst-pythia-12b,l
27287,claude-instant-v1,vicuna-7b,l
27288,alpaca-13b,vicuna-7b,l
27289,vicuna-7b,claude-v1,l
27290,alpaca-13b,vicuna-7b,l
27291,RWKV-4-Raven-14B,koala-13b,l
27292,koala-13b,vicuna-7b,l
27293,claude-v1,palm-2,l
27294,vicuna-13b,gpt-3.5-turbo,l
27295,vicuna-7b,gpt-3.5-turbo,l
27296,claude-instant-v1,palm-2,l
27297,gpt-3.5-turbo,RWKV-4-Raven-14B,l
27298,palm-2,llama-13b,l
27299,gpt-4,gpt-3.5-turbo,l
27300,RWKV-4-Raven-14B,oasst-pythia-12b,l
27301,oasst-pythia-12b,vicuna-7b,l
27302,oasst-pythia-12b,chatglm-6b,l
27303,vicuna-7b,gpt-4,l
27304,dolly-v2-12b,fastchat-t5-3b,l
27305,vicuna-7b,mpt-7b-chat,l
27306,claude-instant-v1,mpt-7b-chat,l
27307,vicuna-13b,gpt-4,l
27308,palm-2,vicuna-7b,l
27309,oasst-pythia-12b,claude-instant-v1,l
27310,chatglm-6b,vicuna-7b,l
27311,RWKV-4-Raven-14B,mpt-7b-chat,l
27312,koala-13b,claude-instant-v1,l
27313,mpt-7b-chat,alpaca-13b,l
27314,chatglm-6b,fastchat-t5-3b,l
27315,gpt-3.5-turbo,gpt-4,l
27316,koala-13b,gpt-3.5-turbo,l
27317,gpt-3.5-turbo,palm-2,l
27318,mpt-7b-chat,vicuna-7b,l
27319,oasst-pythia-12b,fastchat-t5-3b,l
27320,vicuna-7b,oasst-pythia-12b,l
27321,RWKV-4-Raven-14B,koala-13b,l
27322,fastchat-t5-3b,vicuna-7b,l
27323,vicuna-13b,vicuna-7b,l
27324,vicuna-13b,RWKV-4-Raven-14B,l
27325,vicuna-7b,vicuna-13b,l
27326,claude-v1,claude-instant-v1,l
27327,RWKV-4-Raven-14B,claude-instant-v1,l
27328,palm-2,alpaca-13b,l
27329,palm-2,gpt-4,l
27330,koala-13b,chatglm-6b,l
27331,vicuna-7b,alpaca-13b,l
27332,claude-v1,claude-instant-v1,l
27333,claude-instant-v1,gpt-3.5-turbo,l
27334,vicuna-13b,RWKV-4-Raven-14B,l
27335,claude-instant-v1,vicuna-7b,l
27336,koala-13b,claude-instant-v1,l
27337,vicuna-7b,vicuna-13b,l
27338,oasst-pythia-12b,claude-v1,l
27339,claude-instant-v1,palm-2,l
27340,palm-2,oasst-pythia-12b,l
27341,vicuna-13b,chatglm-6b,l
27342,claude-instant-v1,mpt-7b-chat,l
27343,claude-instant-v1,RWKV-4-Raven-14B,l
27344,gpt-4,vicuna-7b,l
27345,RWKV-4-Raven-14B,alpaca-13b,l
27346,stablelm-tuned-alpha-7b,gpt-4,l
27347,claude-instant-v1,chatglm-6b,l
27348,claude-v1,vicuna-7b,l
27349,stablelm-tuned-alpha-7b,claude-v1,l
27350,alpaca-13b,palm-2,l
27351,palm-2,vicuna-7b,l
27352,claude-v1,RWKV-4-Raven-14B,l
27353,palm-2,vicuna-7b,l
27354,chatglm-6b,claude-v1,l
27355,mpt-7b-chat,fastchat-t5-3b,l
27356,vicuna-7b,RWKV-4-Raven-14B,l
27357,palm-2,vicuna-7b,l
27358,alpaca-13b,vicuna-7b,l
27359,palm-2,claude-instant-v1,l
27360,gpt-3.5-turbo,alpaca-13b,l
27361,gpt-3.5-turbo,oasst-pythia-12b,l
27362,claude-instant-v1,chatglm-6b,l
27363,gpt-4,claude-instant-v1,l
27364,claude-instant-v1,vicuna-7b,l
27365,chatglm-6b,koala-13b,l
27366,vicuna-7b,claude-instant-v1,l
27367,vicuna-13b,gpt-4,l
27368,palm-2,claude-v1,l
27369,fastchat-t5-3b,koala-13b,l
27370,stablelm-tuned-alpha-7b,RWKV-4-Raven-14B,l
27371,oasst-pythia-12b,vicuna-7b,l
27372,claude-v1,fastchat-t5-3b,l
27373,claude-v1,vicuna-7b,l
27374,mpt-7b-chat,koala-13b,l
27375,gpt-4,vicuna-7b,l
27376,alpaca-13b,claude-instant-v1,l
27377,koala-13b,mpt-7b-chat,l
27378,vicuna-7b,claude-v1,l
27379,claude-instant-v1,RWKV-4-Raven-14B,l
27380,oasst-pythia-12b,stablelm-tuned-alpha-7b,l
27381,oasst-pythia-12b,vicuna-7b,l
27382,palm-2,mpt-7b-chat,l
27383,claude-instant-v1,koala-13b,l
27384,koala-13b,chatglm-6b,l
27385,koala-13b,vicuna-7b,l
27386,vicuna-13b,claude-instant-v1,l
27387,oasst-pythia-12b,alpaca-13b,l
27388,RWKV-4-Raven-14B,vicuna-7b,l
27389,claude-instant-v1,alpaca-13b,l
27390,chatglm-6b,oasst-pythia-12b,l
27391,fastchat-t5-3b,gpt-3.5-turbo,l
27392,palm-2,alpaca-13b,l
27393,vicuna-7b,alpaca-13b,l
27394,alpaca-13b,koala-13b,l
27395,RWKV-4-Raven-14B,claude-v1,l
27396,mpt-7b-chat,palm-2,l
27397,koala-13b,alpaca-13b,l
27398,vicuna-13b,gpt-3.5-turbo,l
27399,RWKV-4-Raven-14B,claude-instant-v1,l
