Number,model_a,model_b,result
24041,vicuna-13b,vicuna-7b,w
24044,palm-2,vicuna-13b,w
24045,gpt-3.5-turbo,vicuna-7b,w
24046,oasst-pythia-12b,chatglm-6b,w
24047,koala-13b,gpt-4,l
24049,claude-instant-v1,koala-13b,w
24050,claude-v1,gpt-4,l
24052,palm-2,koala-13b,l
24054,palm-2,claude-v1,l
24055,gpt-4,vicuna-7b,w
24056,gpt-3.5-turbo,vicuna-7b,w
24058,alpaca-13b,chatglm-6b,w
24059,claude-v1,gpt-3.5-turbo,l
24060,claude-v1,vicuna-7b,l
24062,claude-v1,vicuna-7b,w
24063,claude-instant-v1,palm-2,w
24065,claude-v1,palm-2,l
24068,oasst-pythia-12b,alpaca-13b,l
24069,vicuna-7b,claude-instant-v1,w
24070,palm-2,oasst-pythia-12b,w
24071,chatglm-6b,claude-v1,l
24073,mpt-7b-chat,vicuna-7b,l
24075,stablelm-tuned-alpha-7b,mpt-7b-chat,l
24076,koala-13b,vicuna-7b,w
24077,palm-2,vicuna-13b,l
24079,chatglm-6b,gpt-3.5-turbo,l
24080,claude-instant-v1,RWKV-4-Raven-14B,w
24081,gpt-3.5-turbo,mpt-7b-chat,w
24082,chatglm-6b,gpt-3.5-turbo,l
24083,vicuna-13b,claude-v1,l
24084,vicuna-7b,RWKV-4-Raven-14B,w
24086,oasst-pythia-12b,claude-instant-v1,l
24088,RWKV-4-Raven-14B,palm-2,w
24089,mpt-7b-chat,gpt-3.5-turbo,l
24090,gpt-4,fastchat-t5-3b,w
24091,dolly-v2-12b,palm-2,l
24092,RWKV-4-Raven-14B,palm-2,l
24093,palm-2,gpt-3.5-turbo,l
24096,vicuna-7b,vicuna-13b,l
24097,claude-instant-v1,palm-2,w
24098,llama-13b,palm-2,l
24099,stablelm-tuned-alpha-7b,fastchat-t5-3b,l
24100,vicuna-7b,vicuna-13b,w
24101,gpt-4,palm-2,w
24102,oasst-pythia-12b,dolly-v2-12b,w
24103,vicuna-13b,fastchat-t5-3b,w
24104,palm-2,oasst-pythia-12b,w
24106,oasst-pythia-12b,gpt-3.5-turbo,l
24107,gpt-4,RWKV-4-Raven-14B,w
24108,claude-instant-v1,claude-v1,w
24109,claude-v1,palm-2,w
24110,palm-2,vicuna-7b,l
24111,claude-instant-v1,gpt-3.5-turbo,w
24112,vicuna-7b,palm-2,w
24113,mpt-7b-chat,koala-13b,w
24114,palm-2,gpt-4,l
24115,koala-13b,mpt-7b-chat,l
24116,vicuna-7b,palm-2,l
24117,claude-v1,claude-instant-v1,l
24118,palm-2,fastchat-t5-3b,w
24119,alpaca-13b,fastchat-t5-3b,l
24120,fastchat-t5-3b,gpt-4,l
24121,claude-instant-v1,vicuna-13b,w
24122,gpt-4,claude-instant-v1,l
24123,RWKV-4-Raven-14B,claude-instant-v1,l
24124,gpt-3.5-turbo,RWKV-4-Raven-14B,w
24125,vicuna-7b,mpt-7b-chat,w
24126,palm-2,gpt-4,l
24130,vicuna-7b,gpt-3.5-turbo,l
24131,stablelm-tuned-alpha-7b,RWKV-4-Raven-14B,l
24132,oasst-pythia-12b,claude-instant-v1,l
24134,claude-v1,palm-2,w
24135,claude-instant-v1,gpt-4,w
24137,claude-v1,gpt-3.5-turbo,w
24138,chatglm-6b,RWKV-4-Raven-14B,w
24139,vicuna-7b,gpt-4,l
24141,vicuna-13b,vicuna-7b,w
24142,claude-instant-v1,claude-v1,w
24143,claude-v1,chatglm-6b,w
24144,claude-v1,claude-instant-v1,w
24146,koala-13b,chatglm-6b,w
24147,claude-v1,vicuna-7b,w
24149,gpt-4,claude-v1,l
24151,palm-2,mpt-7b-chat,w
24152,vicuna-7b,vicuna-13b,l
24153,claude-v1,claude-instant-v1,l
24154,koala-13b,claude-instant-v1,l
24155,gpt-3.5-turbo,vicuna-13b,w
24156,fastchat-t5-3b,vicuna-7b,l
24157,vicuna-7b,palm-2,w
24158,claude-v1,gpt-3.5-turbo,w
24159,koala-13b,claude-instant-v1,l
24160,vicuna-7b,gpt-4,w
24162,vicuna-13b,fastchat-t5-3b,l
24163,palm-2,koala-13b,w
24164,claude-instant-v1,chatglm-6b,w
24165,chatglm-6b,gpt-4,l
24166,palm-2,vicuna-7b,w
24167,mpt-7b-chat,gpt-4,l
24168,gpt-3.5-turbo,vicuna-7b,l
24169,koala-13b,alpaca-13b,w
24172,alpaca-13b,gpt-3.5-turbo,l
24173,stablelm-tuned-alpha-7b,vicuna-7b,l
24174,claude-instant-v1,vicuna-7b,w
24177,chatglm-6b,vicuna-7b,l
24178,vicuna-7b,koala-13b,l
24179,palm-2,claude-v1,l
24180,gpt-3.5-turbo,claude-instant-v1,l
24181,claude-instant-v1,claude-v1,w
24182,fastchat-t5-3b,vicuna-7b,l
24184,gpt-4,gpt-3.5-turbo,l
24185,claude-v1,RWKV-4-Raven-14B,w
24186,claude-v1,gpt-3.5-turbo,w
24187,palm-2,claude-instant-v1,w
24188,claude-instant-v1,chatglm-6b,w
24190,gpt-3.5-turbo,palm-2,l
24191,vicuna-13b,gpt-3.5-turbo,l
24193,vicuna-13b,RWKV-4-Raven-14B,w
24194,oasst-pythia-12b,fastchat-t5-3b,w
24195,palm-2,gpt-4,l
24196,vicuna-7b,RWKV-4-Raven-14B,w
24197,claude-instant-v1,oasst-pythia-12b,w
24198,claude-instant-v1,stablelm-tuned-alpha-7b,w
24200,vicuna-13b,mpt-7b-chat,w
24201,gpt-3.5-turbo,mpt-7b-chat,w
24202,palm-2,mpt-7b-chat,l
24203,palm-2,claude-instant-v1,w
24204,vicuna-7b,chatglm-6b,l
24205,vicuna-7b,RWKV-4-Raven-14B,w
24206,claude-v1,chatglm-6b,w
24207,gpt-4,alpaca-13b,w
24210,oasst-pythia-12b,claude-instant-v1,l
24211,claude-instant-v1,gpt-4,l
24212,fastchat-t5-3b,RWKV-4-Raven-14B,l
24213,mpt-7b-chat,claude-v1,l
24215,stablelm-tuned-alpha-7b,palm-2,l
24216,palm-2,RWKV-4-Raven-14B,w
24218,claude-instant-v1,koala-13b,l
24221,koala-13b,stablelm-tuned-alpha-7b,w
24222,gpt-3.5-turbo,claude-instant-v1,l
24223,gpt-3.5-turbo,vicuna-7b,w
24224,claude-instant-v1,RWKV-4-Raven-14B,w
24225,alpaca-13b,vicuna-7b,w
24226,gpt-4,gpt-3.5-turbo,w
24227,vicuna-13b,chatglm-6b,w
24230,vicuna-13b,fastchat-t5-3b,w
24231,gpt-3.5-turbo,claude-v1,l
24232,claude-v1,alpaca-13b,w
24233,alpaca-13b,dolly-v2-12b,l
24234,RWKV-4-Raven-14B,koala-13b,l
24235,RWKV-4-Raven-14B,palm-2,l
24236,claude-instant-v1,vicuna-13b,l
24238,claude-v1,oasst-pythia-12b,w
24239,vicuna-7b,claude-instant-v1,l
24240,claude-v1,vicuna-13b,w
24241,oasst-pythia-12b,vicuna-7b,l
24242,mpt-7b-chat,claude-v1,l
24243,koala-13b,alpaca-13b,l
24245,palm-2,claude-instant-v1,l
24249,koala-13b,vicuna-13b,l
24250,mpt-7b-chat,claude-instant-v1,l
24251,oasst-pythia-12b,claude-instant-v1,l
24254,claude-instant-v1,gpt-4,l
24255,mpt-7b-chat,vicuna-13b,l
24256,RWKV-4-Raven-14B,vicuna-7b,l
24257,oasst-pythia-12b,gpt-4,l
24258,gpt-4,claude-instant-v1,l
24260,claude-instant-v1,claude-v1,l
24261,koala-13b,vicuna-13b,l
24262,alpaca-13b,claude-instant-v1,l
24263,alpaca-13b,mpt-7b-chat,w
24269,claude-instant-v1,alpaca-13b,w
24270,koala-13b,mpt-7b-chat,l
24271,claude-instant-v1,vicuna-7b,l
24272,claude-instant-v1,RWKV-4-Raven-14B,w
24273,vicuna-13b,vicuna-7b,l
24274,vicuna-7b,palm-2,w
24275,gpt-3.5-turbo,claude-instant-v1,l
24276,gpt-3.5-turbo,koala-13b,w
24278,gpt-4,RWKV-4-Raven-14B,w
24279,vicuna-7b,RWKV-4-Raven-14B,w
24280,claude-instant-v1,mpt-7b-chat,w
24281,stablelm-tuned-alpha-7b,mpt-7b-chat,l
24282,claude-instant-v1,RWKV-4-Raven-14B,w
24283,mpt-7b-chat,oasst-pythia-12b,w
24284,vicuna-13b,vicuna-7b,w
24287,vicuna-13b,vicuna-7b,w
24288,RWKV-4-Raven-14B,fastchat-t5-3b,w
24291,palm-2,claude-v1,l
24292,vicuna-7b,alpaca-13b,w
24293,claude-instant-v1,mpt-7b-chat,w
24294,claude-v1,fastchat-t5-3b,w
24295,vicuna-13b,claude-v1,l
24296,claude-v1,koala-13b,w
24297,chatglm-6b,fastchat-t5-3b,w
24298,mpt-7b-chat,koala-13b,l
24299,gpt-4,vicuna-7b,w
24300,koala-13b,dolly-v2-12b,w
24301,claude-instant-v1,mpt-7b-chat,l
24303,alpaca-13b,chatglm-6b,w
24304,vicuna-7b,gpt-4,l
24305,claude-instant-v1,RWKV-4-Raven-14B,w
24309,claude-instant-v1,gpt-4,w
24310,dolly-v2-12b,chatglm-6b,l
24311,palm-2,vicuna-7b,l
24312,RWKV-4-Raven-14B,dolly-v2-12b,w
24313,claude-instant-v1,vicuna-7b,w
24316,palm-2,stablelm-tuned-alpha-7b,w
24317,claude-v1,chatglm-6b,w
24320,vicuna-13b,fastchat-t5-3b,w
24321,koala-13b,chatglm-6b,w
24323,claude-instant-v1,gpt-4,l
24325,vicuna-7b,dolly-v2-12b,l
24326,vicuna-7b,RWKV-4-Raven-14B,l
24328,claude-instant-v1,vicuna-7b,w
24329,vicuna-7b,chatglm-6b,l
24331,chatglm-6b,claude-instant-v1,l
24333,vicuna-7b,chatglm-6b,w
24334,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
24335,chatglm-6b,claude-v1,l
24338,oasst-pythia-12b,chatglm-6b,l
24339,claude-instant-v1,koala-13b,w
24342,gpt-3.5-turbo,vicuna-13b,l
24343,koala-13b,vicuna-7b,w
24345,claude-instant-v1,RWKV-4-Raven-14B,w
24346,RWKV-4-Raven-14B,claude-v1,l
24349,gpt-4,vicuna-13b,w
24350,palm-2,claude-v1,l
24351,claude-instant-v1,vicuna-13b,w
24352,dolly-v2-12b,koala-13b,l
24354,claude-v1,claude-instant-v1,l
24356,chatglm-6b,gpt-4,l
24357,claude-instant-v1,fastchat-t5-3b,w
24358,koala-13b,gpt-4,l
24361,palm-2,vicuna-7b,l
24362,dolly-v2-12b,RWKV-4-Raven-14B,w
24363,vicuna-13b,gpt-3.5-turbo,l
24364,palm-2,chatglm-6b,l
24365,vicuna-7b,gpt-4,l
24366,RWKV-4-Raven-14B,alpaca-13b,w
24367,koala-13b,dolly-v2-12b,w
24368,RWKV-4-Raven-14B,palm-2,l
24370,gpt-4,vicuna-13b,w
24371,vicuna-7b,gpt-4,l
24372,claude-v1,palm-2,l
24373,vicuna-13b,mpt-7b-chat,w
24374,vicuna-13b,gpt-3.5-turbo,l
24375,mpt-7b-chat,RWKV-4-Raven-14B,l
24376,vicuna-13b,vicuna-7b,l
24377,vicuna-7b,oasst-pythia-12b,w
24378,mpt-7b-chat,gpt-4,l
24379,RWKV-4-Raven-14B,stablelm-tuned-alpha-7b,w
24380,gpt-4,vicuna-7b,w
24382,claude-v1,oasst-pythia-12b,w
24383,gpt-3.5-turbo,oasst-pythia-12b,w
24384,gpt-4,vicuna-7b,l
24385,gpt-3.5-turbo,claude-v1,l
24386,RWKV-4-Raven-14B,gpt-4,l
24387,chatglm-6b,gpt-4,l
24390,gpt-4,koala-13b,w
24391,vicuna-13b,gpt-3.5-turbo,l
24392,RWKV-4-Raven-14B,oasst-pythia-12b,l
24393,RWKV-4-Raven-14B,chatglm-6b,w
24395,chatglm-6b,vicuna-7b,w
24396,vicuna-7b,fastchat-t5-3b,w
24397,stablelm-tuned-alpha-7b,koala-13b,l
24398,fastchat-t5-3b,claude-instant-v1,l
24400,mpt-7b-chat,gpt-3.5-turbo,l
24401,gpt-3.5-turbo,oasst-pythia-12b,l
24402,koala-13b,claude-instant-v1,l
24404,stablelm-tuned-alpha-7b,koala-13b,l
24405,claude-instant-v1,fastchat-t5-3b,w
24406,alpaca-13b,claude-v1,l
24407,chatglm-6b,vicuna-13b,w
24409,palm-2,claude-instant-v1,l
24410,palm-2,claude-v1,l
24411,vicuna-13b,oasst-pythia-12b,l
24416,vicuna-13b,fastchat-t5-3b,w
24417,claude-v1,stablelm-tuned-alpha-7b,w
24418,vicuna-7b,chatglm-6b,w
24419,claude-instant-v1,gpt-4,l
24420,palm-2,koala-13b,l
24422,vicuna-7b,claude-instant-v1,l
24424,gpt-4,alpaca-13b,w
24425,claude-instant-v1,RWKV-4-Raven-14B,w
24426,vicuna-7b,palm-2,l
24428,fastchat-t5-3b,gpt-3.5-turbo,l
24429,vicuna-7b,claude-v1,l
24430,RWKV-4-Raven-14B,fastchat-t5-3b,w
24431,stablelm-tuned-alpha-7b,palm-2,l
24434,claude-v1,claude-instant-v1,l
24436,gpt-3.5-turbo,oasst-pythia-12b,w
24438,fastchat-t5-3b,koala-13b,l
24439,vicuna-7b,koala-13b,w
24440,gpt-4,palm-2,w
24442,dolly-v2-12b,claude-v1,l
24443,vicuna-13b,claude-v1,w
24444,RWKV-4-Raven-14B,gpt-4,l
24445,palm-2,oasst-pythia-12b,w
24447,mpt-7b-chat,oasst-pythia-12b,w
24448,vicuna-13b,palm-2,l
24449,claude-v1,fastchat-t5-3b,w
24450,vicuna-7b,mpt-7b-chat,w
24451,vicuna-7b,vicuna-13b,l
24453,vicuna-7b,gpt-3.5-turbo,l
24454,claude-v1,alpaca-13b,w
24459,RWKV-4-Raven-14B,vicuna-7b,l
24460,mpt-7b-chat,koala-13b,l
24463,vicuna-7b,palm-2,l
24465,palm-2,gpt-4,w
24466,alpaca-13b,fastchat-t5-3b,l
24468,gpt-4,claude-instant-v1,l
24469,claude-instant-v1,fastchat-t5-3b,w
24470,fastchat-t5-3b,stablelm-tuned-alpha-7b,w
24471,vicuna-7b,palm-2,l
24472,alpaca-13b,koala-13b,l
24473,vicuna-7b,llama-13b,l
24474,alpaca-13b,RWKV-4-Raven-14B,w
24475,RWKV-4-Raven-14B,koala-13b,l
24476,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
24477,RWKV-4-Raven-14B,chatglm-6b,l
24478,chatglm-6b,claude-instant-v1,w
24479,vicuna-13b,claude-instant-v1,w
24480,vicuna-7b,claude-v1,w
24482,vicuna-13b,gpt-3.5-turbo,l
24485,claude-instant-v1,mpt-7b-chat,l
24486,palm-2,chatglm-6b,w
24487,vicuna-7b,alpaca-13b,l
24488,claude-v1,chatglm-6b,l
24490,claude-instant-v1,claude-v1,w
24491,vicuna-7b,palm-2,l
24494,claude-instant-v1,alpaca-13b,w
24496,gpt-4,llama-13b,w
24498,vicuna-7b,RWKV-4-Raven-14B,w
24502,alpaca-13b,claude-instant-v1,w
24503,RWKV-4-Raven-14B,claude-v1,l
24504,claude-v1,palm-2,w
24505,claude-instant-v1,stablelm-tuned-alpha-7b,w
24506,vicuna-7b,RWKV-4-Raven-14B,w
24507,vicuna-13b,mpt-7b-chat,l
24509,palm-2,oasst-pythia-12b,w
24510,vicuna-7b,gpt-3.5-turbo,w
24511,koala-13b,palm-2,w
24512,oasst-pythia-12b,claude-instant-v1,l
24513,palm-2,claude-instant-v1,w
24514,vicuna-7b,koala-13b,w
24515,palm-2,claude-instant-v1,l
24516,gpt-4,mpt-7b-chat,w
24518,claude-instant-v1,RWKV-4-Raven-14B,l
24519,gpt-4,chatglm-6b,w
24523,chatglm-6b,claude-instant-v1,l
24524,claude-v1,RWKV-4-Raven-14B,l
24525,oasst-pythia-12b,alpaca-13b,l
24526,vicuna-7b,stablelm-tuned-alpha-7b,w
24528,vicuna-13b,palm-2,l
24529,claude-instant-v1,vicuna-7b,w
24532,vicuna-7b,palm-2,w
24534,palm-2,koala-13b,l
24537,vicuna-7b,gpt-4,w
24538,claude-v1,vicuna-7b,l
24539,claude-v1,vicuna-7b,l
24540,vicuna-7b,vicuna-13b,w
24541,stablelm-tuned-alpha-7b,gpt-4,l
24542,claude-v1,gpt-4,w
24543,claude-v1,palm-2,w
24544,oasst-pythia-12b,fastchat-t5-3b,l
24545,claude-v1,RWKV-4-Raven-14B,w
24547,claude-v1,gpt-4,w
24548,oasst-pythia-12b,claude-instant-v1,l
24549,oasst-pythia-12b,RWKV-4-Raven-14B,w
24552,claude-instant-v1,mpt-7b-chat,w
24553,RWKV-4-Raven-14B,claude-instant-v1,l
24554,claude-instant-v1,vicuna-13b,w
24555,vicuna-7b,dolly-v2-12b,w
24556,alpaca-13b,fastchat-t5-3b,w
24557,palm-2,gpt-4,l
24558,koala-13b,claude-instant-v1,l
24559,vicuna-7b,palm-2,w
24560,vicuna-13b,gpt-3.5-turbo,w
24562,vicuna-13b,vicuna-7b,l
24563,gpt-3.5-turbo,claude-instant-v1,l
24564,palm-2,vicuna-7b,w
24565,gpt-3.5-turbo,chatglm-6b,w
24567,gpt-3.5-turbo,alpaca-13b,w
24569,alpaca-13b,RWKV-4-Raven-14B,w
24570,gpt-3.5-turbo,fastchat-t5-3b,w
24571,vicuna-13b,claude-instant-v1,l
24572,vicuna-13b,oasst-pythia-12b,w
24574,palm-2,claude-instant-v1,l
24576,claude-instant-v1,chatglm-6b,w
24578,fastchat-t5-3b,vicuna-7b,l
24579,stablelm-tuned-alpha-7b,vicuna-7b,l
24580,oasst-pythia-12b,claude-instant-v1,l
24581,gpt-4,dolly-v2-12b,w
24582,oasst-pythia-12b,vicuna-7b,l
24583,claude-instant-v1,gpt-3.5-turbo,w
24585,gpt-4,oasst-pythia-12b,w
24586,palm-2,dolly-v2-12b,w
24587,vicuna-13b,claude-v1,l
24588,fastchat-t5-3b,palm-2,w
24589,palm-2,claude-v1,l
24592,dolly-v2-12b,gpt-4,l
24593,gpt-3.5-turbo,claude-v1,w
24597,gpt-4,vicuna-7b,l
24598,gpt-4,RWKV-4-Raven-14B,w
24599,vicuna-13b,claude-v1,l
24601,vicuna-7b,claude-instant-v1,l
24604,palm-2,stablelm-tuned-alpha-7b,w
24606,koala-13b,claude-v1,l
24607,gpt-3.5-turbo,palm-2,w
24609,vicuna-13b,claude-v1,l
24610,alpaca-13b,koala-13b,w
24611,gpt-3.5-turbo,RWKV-4-Raven-14B,w
24612,palm-2,vicuna-7b,w
24613,claude-instant-v1,fastchat-t5-3b,w
24615,RWKV-4-Raven-14B,gpt-4,l
24616,vicuna-7b,vicuna-13b,w
24620,RWKV-4-Raven-14B,alpaca-13b,l
24621,vicuna-7b,claude-instant-v1,w
24622,oasst-pythia-12b,claude-instant-v1,l
24625,vicuna-7b,claude-v1,w
24626,RWKV-4-Raven-14B,vicuna-7b,l
24627,vicuna-13b,vicuna-7b,w
24628,mpt-7b-chat,gpt-3.5-turbo,l
24629,mpt-7b-chat,dolly-v2-12b,w
24630,palm-2,vicuna-7b,l
24631,vicuna-7b,vicuna-13b,l
24633,claude-instant-v1,alpaca-13b,w
24634,vicuna-7b,RWKV-4-Raven-14B,l
24635,alpaca-13b,vicuna-13b,l
24636,claude-instant-v1,fastchat-t5-3b,w
24637,vicuna-13b,vicuna-7b,l
24638,vicuna-7b,vicuna-13b,l
24639,alpaca-13b,gpt-3.5-turbo,w
24641,alpaca-13b,koala-13b,l
24642,gpt-4,gpt-3.5-turbo,w
24644,oasst-pythia-12b,vicuna-7b,w
24645,palm-2,alpaca-13b,w
24646,claude-v1,vicuna-7b,w
24647,gpt-4,claude-instant-v1,l
24649,oasst-pythia-12b,vicuna-7b,w
24650,vicuna-13b,palm-2,w
24652,alpaca-13b,vicuna-7b,l
24654,gpt-4,oasst-pythia-12b,l
24655,stablelm-tuned-alpha-7b,mpt-7b-chat,l
24656,RWKV-4-Raven-14B,chatglm-6b,w
24657,gpt-3.5-turbo,dolly-v2-12b,w
24660,koala-13b,gpt-4,l
24661,gpt-4,claude-instant-v1,w
24662,vicuna-7b,koala-13b,w
24665,koala-13b,claude-instant-v1,w
24666,claude-instant-v1,gpt-3.5-turbo,w
24670,vicuna-13b,claude-instant-v1,w
24671,claude-instant-v1,gpt-3.5-turbo,l
24674,RWKV-4-Raven-14B,vicuna-13b,l
24677,dolly-v2-12b,claude-v1,l
24680,koala-13b,gpt-3.5-turbo,w
24681,palm-2,gpt-4,w
24684,alpaca-13b,claude-v1,w
24685,gpt-4,vicuna-7b,w
24686,vicuna-13b,claude-instant-v1,l
24688,mpt-7b-chat,alpaca-13b,w
24689,vicuna-13b,vicuna-7b,l
24692,palm-2,alpaca-13b,l
24693,chatglm-6b,vicuna-13b,l
24694,claude-instant-v1,RWKV-4-Raven-14B,w
24695,vicuna-7b,claude-instant-v1,l
24700,vicuna-7b,llama-13b,w
24701,alpaca-13b,chatglm-6b,l
24702,RWKV-4-Raven-14B,gpt-3.5-turbo,l
24703,gpt-4,chatglm-6b,w
24704,mpt-7b-chat,vicuna-7b,l
24706,alpaca-13b,gpt-4,l
24710,vicuna-7b,vicuna-13b,w
24712,claude-instant-v1,koala-13b,w
24713,claude-instant-v1,chatglm-6b,w
24715,chatglm-6b,vicuna-7b,w
24716,vicuna-7b,alpaca-13b,l
24719,gpt-4,vicuna-7b,w
24720,gpt-3.5-turbo,gpt-4,w
24721,palm-2,alpaca-13b,w
24722,vicuna-7b,alpaca-13b,l
24723,claude-v1,gpt-3.5-turbo,w
24724,vicuna-7b,gpt-4,l
24725,mpt-7b-chat,gpt-4,w
24726,fastchat-t5-3b,vicuna-7b,l
24728,fastchat-t5-3b,claude-instant-v1,l
24730,alpaca-13b,claude-instant-v1,l
24731,stablelm-tuned-alpha-7b,claude-v1,w
24732,gpt-4,claude-instant-v1,w
24734,gpt-4,gpt-3.5-turbo,w
24735,claude-instant-v1,vicuna-7b,w
24736,gpt-3.5-turbo,vicuna-7b,w
24737,oasst-pythia-12b,gpt-3.5-turbo,w
24739,vicuna-13b,palm-2,l
24740,claude-instant-v1,stablelm-tuned-alpha-7b,w
24741,vicuna-13b,mpt-7b-chat,w
24742,chatglm-6b,mpt-7b-chat,w
24744,vicuna-7b,claude-instant-v1,l
24745,koala-13b,palm-2,l
24747,vicuna-13b,RWKV-4-Raven-14B,w
24748,stablelm-tuned-alpha-7b,claude-v1,w
24749,mpt-7b-chat,oasst-pythia-12b,l
24751,dolly-v2-12b,claude-v1,l
24752,vicuna-7b,vicuna-13b,l
24753,claude-instant-v1,vicuna-7b,w
24754,vicuna-7b,gpt-4,l
24755,oasst-pythia-12b,claude-instant-v1,w
24758,vicuna-7b,fastchat-t5-3b,w
24759,gpt-3.5-turbo,koala-13b,w
24760,vicuna-13b,fastchat-t5-3b,w
24761,claude-instant-v1,vicuna-7b,w
24762,claude-instant-v1,gpt-3.5-turbo,l
24763,vicuna-7b,gpt-4,l
24764,fastchat-t5-3b,claude-instant-v1,l
24765,gpt-3.5-turbo,koala-13b,l
24766,stablelm-tuned-alpha-7b,oasst-pythia-12b,l
24767,claude-v1,gpt-4,l
24768,RWKV-4-Raven-14B,palm-2,w
24769,vicuna-7b,claude-instant-v1,l
24774,claude-v1,koala-13b,w
24775,palm-2,claude-instant-v1,l
24777,fastchat-t5-3b,claude-instant-v1,w
24778,stablelm-tuned-alpha-7b,gpt-4,l
24779,fastchat-t5-3b,koala-13b,l
24780,vicuna-13b,palm-2,w
24781,gpt-3.5-turbo,RWKV-4-Raven-14B,w
24783,alpaca-13b,koala-13b,w
24788,vicuna-7b,stablelm-tuned-alpha-7b,w
24789,claude-instant-v1,alpaca-13b,w
24791,chatglm-6b,vicuna-7b,l
24792,RWKV-4-Raven-14B,alpaca-13b,l
24793,koala-13b,claude-instant-v1,l
24794,fastchat-t5-3b,RWKV-4-Raven-14B,l
24796,palm-2,gpt-4,l
24797,mpt-7b-chat,vicuna-13b,l
24798,palm-2,claude-v1,w
24799,koala-13b,RWKV-4-Raven-14B,l
24800,fastchat-t5-3b,gpt-4,l
24801,gpt-3.5-turbo,claude-v1,l
24802,vicuna-7b,claude-v1,l
24803,mpt-7b-chat,claude-v1,l
24804,vicuna-7b,oasst-pythia-12b,w
24805,claude-instant-v1,mpt-7b-chat,w
24806,vicuna-13b,claude-instant-v1,l
24807,dolly-v2-12b,claude-instant-v1,l
24808,fastchat-t5-3b,koala-13b,l
24811,vicuna-7b,stablelm-tuned-alpha-7b,w
24813,claude-v1,RWKV-4-Raven-14B,w
24814,vicuna-7b,oasst-pythia-12b,w
24816,oasst-pythia-12b,claude-instant-v1,l
24818,vicuna-7b,koala-13b,w
24819,koala-13b,claude-instant-v1,l
24820,chatglm-6b,claude-v1,l
24821,claude-instant-v1,koala-13b,w
24822,vicuna-13b,fastchat-t5-3b,w
24823,RWKV-4-Raven-14B,fastchat-t5-3b,w
24824,fastchat-t5-3b,gpt-3.5-turbo,w
24825,gpt-4,oasst-pythia-12b,w
24826,claude-instant-v1,RWKV-4-Raven-14B,w
24828,koala-13b,fastchat-t5-3b,w
24830,vicuna-13b,mpt-7b-chat,l
24832,koala-13b,gpt-4,l
24833,vicuna-7b,claude-instant-v1,l
24834,claude-instant-v1,oasst-pythia-12b,w
24835,gpt-3.5-turbo,gpt-4,l
24836,oasst-pythia-12b,claude-v1,l
24837,gpt-3.5-turbo,claude-instant-v1,w
24838,vicuna-7b,fastchat-t5-3b,w
24839,koala-13b,claude-instant-v1,l
24840,claude-instant-v1,palm-2,w
24841,palm-2,koala-13b,w
24842,claude-instant-v1,gpt-4,l
24843,koala-13b,vicuna-13b,w
24847,oasst-pythia-12b,RWKV-4-Raven-14B,w
24848,gpt-3.5-turbo,mpt-7b-chat,w
24850,claude-instant-v1,vicuna-7b,l
24851,vicuna-13b,RWKV-4-Raven-14B,w
24853,gpt-4,stablelm-tuned-alpha-7b,w
24854,oasst-pythia-12b,RWKV-4-Raven-14B,l
24855,vicuna-13b,claude-v1,l
24856,gpt-3.5-turbo,mpt-7b-chat,l
24858,vicuna-7b,koala-13b,w
24859,vicuna-7b,oasst-pythia-12b,w
24860,claude-instant-v1,dolly-v2-12b,w
24861,claude-v1,gpt-3.5-turbo,w
24862,RWKV-4-Raven-14B,dolly-v2-12b,w
24863,claude-instant-v1,gpt-4,w
24864,stablelm-tuned-alpha-7b,vicuna-7b,l
24867,oasst-pythia-12b,claude-v1,l
24870,oasst-pythia-12b,vicuna-13b,l
24872,koala-13b,alpaca-13b,l
24874,RWKV-4-Raven-14B,palm-2,w
24875,fastchat-t5-3b,claude-instant-v1,l
24876,gpt-3.5-turbo,RWKV-4-Raven-14B,w
24877,vicuna-7b,alpaca-13b,w
24878,koala-13b,vicuna-7b,l
24879,claude-instant-v1,oasst-pythia-12b,w
24880,claude-v1,dolly-v2-12b,w
24881,llama-13b,palm-2,w
24883,gpt-4,vicuna-7b,l
24884,dolly-v2-12b,vicuna-7b,l
24886,gpt-4,gpt-3.5-turbo,w
24888,claude-instant-v1,palm-2,w
24889,vicuna-7b,alpaca-13b,w
24890,gpt-4,gpt-3.5-turbo,w
24891,chatglm-6b,vicuna-13b,l
24892,vicuna-13b,gpt-3.5-turbo,l
24893,palm-2,stablelm-tuned-alpha-7b,w
24894,mpt-7b-chat,vicuna-7b,l
24895,stablelm-tuned-alpha-7b,gpt-3.5-turbo,l
24896,mpt-7b-chat,claude-v1,l
24898,mpt-7b-chat,gpt-4,l
24899,claude-instant-v1,oasst-pythia-12b,w
24900,fastchat-t5-3b,RWKV-4-Raven-14B,l
24901,alpaca-13b,vicuna-13b,w
24902,gpt-3.5-turbo,alpaca-13b,w
24904,claude-instant-v1,oasst-pythia-12b,l
24905,palm-2,koala-13b,l
24907,gpt-3.5-turbo,oasst-pythia-12b,w
24908,claude-instant-v1,chatglm-6b,w
24909,claude-instant-v1,llama-13b,l
24911,vicuna-7b,fastchat-t5-3b,w
